Timestamp,ID,CGPA,Self_Learning_SCORE,Memory_Capability_SCORE,Programming_CONTEST,Code_Force_PRACTICE,KAGGLE_PRACTICE,Study_Hours_PER_DAY,NUMBER_OF_INTERNSHIP,JOB_ROLE,Specialization
4/4/2022 22:42:20,1624856,3.45,8,6,5,6,4,5,2,Software Engineer,Software Engineering 
4/4/2022 22:45:41,1632564,3.49,8,6,5,9,3,4,3,Data Engineer,Data Science 
4/4/2022 22:48:46,1532648,3.67,7,6,4,6,2,5,3,Data Engineer,Data Science 
4/4/2022 22:51:11,1524589,3.23,6,5,0,0,0,4,4,Web Developer ,Software Engineering 
4/5/2022 20:47:43,1612346,3.54,7,6,1,2,4,3,3,ML engineer,Data Science 
4/5/2022 20:49:04,1624879,3.72,7,6,3,4,1,4,2,App Developer ,Software Engineering 
4/5/2022 20:50:20,1634897,3.81,8,7,2,4,0,4,2,ML engineer,Data Science 
4/5/2022 21:13:56,1629877,3.59,8,6,2,4,1,4,3,ML engineer,Data Science 
4/5/2022 21:16:03,1634567,3.71,7,6,2,3,1,4,4,Web Developer ,Software Engineering 
4/5/2022 21:17:45,1629874,3.66,7,5,3,4,1,4,3,Software Engineer,Software Engineering 
4/5/2022 21:19:33,1714895,3.7,7,5,1,2,3,5,3,Data Engineer,Data Science 
4/5/2022 21:46:41,1713648,3.52,7,5,0,3,4,5,3,Data Engineer,Data Science 
4/5/2022 21:48:50,1718795,3.66,8,5,2,2,2,4,2,Network Engineer,Network and Security 
4/5/2022 22:11:17,1713265,3.55,8,5,1,2,1,6,2,Data Analyst,Data Science 
4/5/2022 22:12:52,1623548,3.68,7,5,1,0,0,5,1,Web Developer ,Software Engineering 
4/5/2022 22:14:36,1612549,3.46,8,6,0,0,0,3,3,ML engineer,Data Science 
4/5/2022 22:16:36,1623549,3.32,6,6,3,4,2,4,3,Software Engineer,Software Engineering 
4/5/2022 22:18:14,1636549,3.41,6,6,0,7,5,4,4,ML engineer,Data Science 
4/5/2022 22:21:02,1623459,3.62,7,6,0,0,3,4,2,Data Engineer,Data Science 
4/5/2022 22:23:07,1613649,3.68,8,6,0,0,4,4,2,Network Engineer ,Network and Security 
4/5/2022 22:32:48,1631549,3.62,8,6,0,0,0,4,3,Network Engineer ,Network and Security 
4/5/2022 22:36:16,1625948,3.58,8,5,0,0,0,4,2,Network Engineer ,Network and Security 
4/6/2022 0:02:12,1614956,3.61,7,5,1,0,0,4,2,App Developer ,Software Engineering 
4/6/2022 0:03:11,1628459,3.63,8,6,1,0,0,4,2,App Developer ,Software Engineering 
4/6/2022 0:04:23,1634859,3.92,8,7,0,0,0,4,2,Data Analyst,Data Science 
4/6/2022 0:06:43,1614859,3.58,7,6,2,4,0,4,2,Web Developer ,Software Engineering 
4/6/2022 0:13:20,1714859,3.64,8,6,0,0,3,4,3,ML engineer,Data Science 
4/6/2022 0:14:39,1625479,3.6,8,7,0,0,3,4,3,ML engineer,Data Science 
4/6/2022 0:23:19,1613485,3.68,8,7,0,2,3,4,1,Data Analyst,Data Science 
4/7/2022 1:25:58,1623515,3.69,8,7,0,0,2,4,1,Data Analyst,Data Science 
4/7/2022 1:34:24,1625748,3.51,8,6,1,3,0,3,1,App Developer ,Software Engineering 
4/7/2022 1:35:28,1614572,3.42,8,6,1,3,2,4,1,ML engineer,Data Science 
4/7/2022 1:39:02,1635178,3.81,8,6,0,0,0,4,1,Software Engineer,Data Science 
4/7/2022 1:44:35,1614963,3.59,7,6,2,2,0,3,3,Web Developer ,Software Engineering 
4/7/2022 1:46:01,1715483,3.37,8,7,3,5,1,5,3,Software Engineer,Software Engineering 
4/7/2022 1:47:13,1718459,3.41,8,7,6,7,2,5,3,Software Engineer,Software Engineering 
4/7/2022 2:30:20,1631475,3.63,8,7,0,0,0,4,2,Data Analyst,Data Science 
4/7/2022 2:31:37,1627548,3.39,8,7,3,5,1,5,3,Software Engineer,Software Engineering
4/7/2022 2:35:51,1628547,3.91,7,7,0,0,0,7,1,Data Analyst,Data Science 
4/7/2022 2:40:37,1618547,3.72,8,7,1,4,0,5,2,ML engineer,Data Science 
4/7/2022 2:41:45,1716593,3.67,8,7,3,6,2,6,2,Data Engineer,Data Science 
4/7/2022 2:42:59,1719632,3.63,8,6,2,5,2,6,2,ML engineer,Data Science 
4/7/2022 2:44:55,1634125,3.59,8,6,0,0,0,2,1,Web Developer,Data Science 
4/7/2022 2:46:45,1618753,3.71,8,6,0,0,0,5,1,Software Engineer,Data Science 
4/7/2022 3:00:12,1715425,3.54,7,6,4,8,2,6,2,Software Engineer,Data Science 
4/7/2022 3:05:13,1718547,3.51,8,7,4,7,2,6,2,Software Engineer,Data Science 
4/9/2022 23:58:08,1719654,3.69,8,7,0,0,2,4,1,Data Analyst,Data Science 
4/9/2022 23:58:57,1631895,3.73,8,6,0,0,2,4,1,Data Analyst,Data Science 
4/10/2022 0:00:01,1629635,3.56,7,7,1,0,2,4,2,Data Analyst,Data Science 
4/10/2022 0:01:03,1619542,3.59,8,6,0,0,3,5,2,Data Analyst,Data Science 
4/10/2022 0:01:59,1719537,3.51,8,6,0,0,2,4,1,Data Analyst,Data Science 
4/10/2022 0:03:16,1719684,3.94,9,8,3,3,0,8,1,Network Engineer,Network and Security 
4/10/2022 0:05:08,1632184,3.81,8,7,1,1,0,7,1,Network Engineer,Network and Security 
4/10/2022 0:06:02,1639843,3.73,7,7,0,0,0,5,1,Network Engineer,Network and Security 
4/10/2022 0:07:25,1624126,3.69,8,5,0,0,0,5,1,Network Engineer,Network and Security 
4/10/2022 0:08:52,1619634,3.79,8,6,0,0,0,6,1,Network Engineer,Network and Security 
4/10/2022 0:25:02,1623495,3.65,8,7,0,0,3,5,2,ML engineer,Data Science 
4/10/2022 0:26:35,1617849,3.75,8,7,0,0,0,5,1,ML engineer,Data Science 
4/10/2022 0:27:23,1639548,3.71,7,6,0,0,0,6,1,ML engineer,Data Science 
4/10/2022 0:28:26,1629548,3.49,8,6,0,0,0,5,1,ML engineer,Data Science 
4/10/2022 0:29:46,1629685,3.51,8,7,0,0,0,7,1,ML engineer,Data Science 
4/10/2022 0:31:54,1619546,3.32,8,7,0,0,0,5,1,Web Developer ,Data Science 
4/10/2022 0:33:13,1629486,3.33,8,7,0,0,0,5,1,Web Developer ,Software Engineering 
4/10/2022 0:34:01,1636845,3.39,8,7,0,0,0,6,1,Web Developer,Software Engineering 
4/10/2022 0:35:15,1714852,3.41,7,6,0,0,0,5,1,Web Developer ,Data Science 
4/10/2022 0:36:08,1621478,3.37,8,7,0,0,0,3,1,Web Developer ,Software Engineering 
4/10/2022 2:58:47,1632954,3.28,8,5,3,2,1,4,2,App Developer ,Software Engineering 
4/10/2022 2:59:56,1629531,3.43,8,7,0,0,0,4,2,App Developer ,Software Engineering 
4/10/2022 3:01:14,1618463,3.47,8,6,0,0,0,4,2,App Developer ,Software Engineering 
4/10/2022 3:02:40,1619674,3.21,8,6,0,0,0,4,1,App Developer ,Software Engineering 
4/10/2022 3:04:15,1635574,3.33,8,6,0,0,0,3,2,App Developer ,Software Engineering 
4/10/2022 3:06:00,1629485,3.35,8,6,0,0,0,5,1,App Developer ,Software Engineering 
4/10/2022 3:12:46,1623845,3.51,8,7,1,3,1,4,2,Data Engineer,Data Science 
4/10/2022 3:15:14,1638549,3.53,8,6,1,2,1,4,2,Data Engineer,Data Science 
4/10/2022 3:16:52,1629964,3.55,8,7,0,0,0,5,2,Data Engineer,Data Science 
4/10/2022 3:18:05,1636459,3.64,8,7,0,0,1,5,2,Data Engineer,Data Science 
4/10/2022 3:19:01,1629452,3.66,8,6,0,0,2,6,2,Data Engineer,Data Science 
4/14/2022 7:13:28,1718524,3.61,8,6,3,2,2,5,1,Software Engineer,Software Engineering 
4/14/2022 7:15:33,1639452,3.53,8,7,3,2,2,5,1,Software Engineer,Software Engineering 
4/14/2022 7:17:38,1625418,3.59,8,7,3,2,3,5,2,Software Engineer,Software Engineering 
4/14/2022 7:19:22,1613964,3.52,8,7,3,2,1,7,1,Software Engineer,Software Engineering 
4/14/2022 7:21:15,1719685,3.65,8,7,3,4,2,6,2,Software Engineer,Software Engineering 
4/14/2022 9:55:37,1619684,3.61,7,7,0,0,2,5,1,Data Engineer,Data Science 
4/14/2022 9:56:38,1639854,3.67,7,7,0,0,2,6,2,Data Engineer,Data Science 
4/14/2022 9:57:34,1629684,3.63,8,7,0,0,4,5,1,Data Engineer,Data Science 
4/14/2022 9:58:34,1618496,3.59,8,6,0,0,1,3,1,Data Engineer,Data Science 
4/14/2022 9:59:39,1715846,3.58,8,7,0,0,3,6,2,Data Engineer,Data Science 
4/14/2022 10:12:30,1716937,3.51,8,7,0,0,2,6,2,Data Engineer ,Data Science 
4/14/2022 10:14:36,1638412,3.52,8,7,0,0,0,5,1,Data Engineer,Data Science 
4/14/2022 10:16:20,1619637,3.59,7,7,0,0,2,7,1,Data Engineer ,Data Science
4/14/2022 10:18:05,1628545,3.59,7,7,0,0,2,6,2,ML engineer,Data Science 
4/14/2022 10:19:05,1627456,3.69,7,7,0,0,3,7,2,ML engineer,Data Science 
4/14/2022 10:21:12,1628988,3.62,8,6,0,0,3,5,1,Data Engineer,Data Science
4/14/2022 10:22:13,1629674,3.58,8,6,0,0,4,6,1,ML engineer,Data Science 
4/14/2022 10:23:19,1626521,3.71,7,7,0,0,3,6,1,ML engineer,Data Science 
4/14/2022 10:25:53,1618542,3.63,8,6,0,0,3,5,2,ML engineer,Data Science 
4/14/2022 10:33:43,1637548,3.41,7,6,0,0,0,4,1,Web Developer ,Software Engineering 
4/14/2022 10:34:52,1614521,3.43,8,7,0,0,0,4,1,Web Developer ,Software Engineering
4/14/2022 11:13:39,1618121,3.39,8,7,0,0,0,4,1,Web Developer ,Software Engineering 
4/14/2022 11:15:00,1614152,3.38,8,7,0,0,0,3,1,Web Developer ,Software Engineering 
4/14/2022 11:16:21,1629458,3.29,8,7,0,0,0,3,1,Web Developer ,Software Engineering 
4/14/2022 11:20:00,1639128,3.38,8,7,0,0,0,4,1,Web Developer ,Software Engineering 
4/14/2022 11:21:15,1629184,3.4,8,7,0,0,0,4,1,App Developer,Software Engineering 
4/14/2022 11:33:29,1628521,3.39,8,7,0,0,0,4,1,App Developer ,Software Engineering 
4/14/2022 11:34:48,1623694,3.38,8,7,0,0,0,3,1,App Developer ,Software Engineering 
4/14/2022 11:35:48,1639658,3.31,7,7,0,0,0,4,1,App Developer ,Software Engineering 
4/14/2022 11:37:57,1629631,3.28,7,6,0,0,0,4,1,App Developer ,Software Engineering 
4/14/2022 11:45:07,1638546,3.35,7,6,0,0,0,3,1,App Developer ,Software Engineering 
4/14/2022 11:46:00,1629634,3.51,7,6,0,0,0,3,1,App Developer ,Software Engineering 
4/14/2022 12:08:12,1639685,3.49,8,5,0,0,0,3,1,App Developer ,Software Engineering
4/14/2022 12:09:15,1629854,3.48,8,5,0,0,0,3,1,App Developer ,Software Engineering 
4/14/2022 12:12:04,1611478,3.89,8,7,0,0,2,4,1,Data Analyst,Data Science 
4/14/2022 12:13:08,1619631,3.73,8,7,0,0,3,5,1,Data Analyst,Data Science 
4/14/2022 12:26:36,1716849,3.79,8,7,0,0,3,4,1,Data Analyst,Data Science 
4/14/2022 12:28:55,1713865,3.75,8,7,0,0,3,4,1,Data Analyst,Data Science 
4/14/2022 12:31:19,1717458,3.78,8,7,0,0,3,5,1,Data Analyst,Data Science 
4/14/2022 12:32:20,1638471,3.78,8,7,0,0,4,5,1,Data Analyst ,Data Science 
4/14/2022 12:38:50,1628453,3.77,8,7,0,0,4,5,1,Data Analyst,Data Science 
4/14/2022 12:41:15,1618452,3.66,8,6,0,0,5,6,1,Data Analyst,Data Science 
4/14/2022 12:43:04,1639674,3.68,8,7,0,0,0,5,1,Network Engineer ,Network and Security 
4/14/2022 12:44:25,1626594,3.75,8,6,0,0,0,6,1,Network Engineer,Network and Security
4/14/2022 12:47:51,1617485,3.76,8,7,0,0,0,6,1,Network Engineer,Network and Security 
4/14/2022 12:49:12,1618518,3.58,8,7,0,0,0,5,1,Network Engineer,Network and Security
4/14/2022 12:50:25,1628416,3.83,8,7,0,0,0,4,1,Network Engineer,Network and Security 
4/14/2022 12:51:48,1713129,3.68,7,6,0,0,0,5,1,Network Engineer,Network and Security 
4/14/2022 12:53:57,1716943,3.73,7,7,0,0,0,4,1,Network Engineer,Network and Security 
4/14/2022 12:54:57,1719634,3.73,8,7,0,0,0,4,1,Network Engineer,Network and Security 
4/14/2022 12:57:47,1714628,3.83,7,7,0,0,4,5,1,Cyber Security Analyst,Network and Security
4/14/2022 13:00:11,1632417,3.81,7,6,0,0,3,5,1,Cyber Security Analyst,Network and Security
4/14/2022 13:01:15,1624965,3.73,7,7,0,0,3,4,1,Cyber Security Analyst,Network and Security
4/14/2022 13:02:26,1629314,3.74,8,7,0,0,3,5,1,Cyber Security Analyst,Network and Security
4/14/2022 13:05:06,1618421,3.87,8,7,0,0,3,4,1,Cyber Security Analyst,Network and Security 
4/14/2022 13:06:17,1617496,3.81,8,6,0,0,3,5,1,Cyber Security Analyst,Network and Security
4/14/2022 15:41:58,1614815,3.59,7,6,0,0,2,3,1,Cyber Security Analyst,Network and Security 
4/14/2022 15:43:28,1639528,3.76,8,7,0,0,3,5,1,Cyber Security Analyst,Network and Security 
4/14/2022 15:44:39,1712934,3.65,8,7,0,0,3,5,1,Cyber Security Analyst,Network and Security 
4/14/2022 15:47:10,1719637,3.69,8,7,0,0,0,6,1,Web Designer ,Data Science 
4/14/2022 15:49:26,1635192,3.86,8,7,0,0,0,6,1,Web Designer,Data Science 
4/14/2022 15:50:31,1621954,3.82,8,7,0,0,0,6,1,Web Designer ,Data Science 
4/14/2022 15:56:32,1631928,3.87,8,7,0,0,0,5,1,Web Designer ,Data Science 
4/14/2022 15:57:38,1629374,3.79,8,8,0,0,0,6,1,Web Designer ,Data Science 
4/14/2022 16:01:06,1715964,3.83,8,7,0,0,0,6,1,Web Designer,Data Science 
4/14/2022 16:02:27,1632514,3.65,9,8,2,4,4,5,2,ML engineer,Data Science 
4/14/2022 16:03:32,1623614,3.71,8,7,1,3,4,6,1,ML engineer,Data Science 
4/14/2022 16:04:34,1629638,3.85,8,7,0,0,5,6,1,ML engineer,Data Science 
4/14/2022 16:05:24,1628451,3.87,8,8,0,0,6,5,1,ML engineer,Data Science 
4/15/2022 20:27:50,1628594,3.69,8,7,0,0,0,4,1,Network Engineer,Network and Security 
4/15/2022 20:29:12,1619638,3.48,8,7,0,0,0,3,1,Network Engineer,Network and Security 
4/15/2022 20:33:18,1637452,3.58,8,7,0,0,0,3,1,Network Engineer,Network and Security 
4/15/2022 20:35:48,1629561,3.61,8,7,0,0,0,3,1,Network Engineer,Network and Security 
4/16/2022 21:30:58,1717543,3.47,8,7,0,0,0,3,1,Network Engineer,Network and Security 
4/16/2022 21:31:59,1639845,3.39,8,8,0,0,0,3,2,Network Engineer,Network and Security 
4/16/2022 21:34:48,1629465,3.28,8,7,0,0,0,3,2,Web Designer,Software Engineering 
4/16/2022 22:11:44,1618549,3.21,6,6,0,0,0,3,3,Software Engineer,Software Engineering 
4/16/2022 22:12:49,1624815,3.11,8,6,4,5,1,4,4,Software Engineer,Software Engineering 
4/16/2022 22:17:27,1539847,3.12,8,7,4,3,1,6,4,Software Engineer,Software Engineering 
4/16/2022 22:19:19,1518218,3.17,7,6,3,3,1,4,5,Software Engineer,Software Engineering 
4/16/2022 22:20:24,1526549,3.22,7,6,2,5,0,3,2,App Developer ,Software Engineering 
4/16/2022 23:02:44,1539548,3.19,8,6,3,4,0,3,2,UI Designer ,Software Engineering 
4/16/2022 23:06:16,1519564,3.11,8,6,3,2,0,4,1,UI Designer ,Software Engineering 
4/16/2022 23:19:49,1533845,3.13,8,6,0,0,0,2,3,UI Designer,Software Engineering 
4/16/2022 23:28:18,1529541,3.21,8,6,0,0,0,2,1,UI Designer ,Software Engineering 
4/16/2022 23:29:12,1514592,3.78,8,6,0,0,0,4,3,ML engineer,Data Science 
4/16/2022 23:52:18,1539684,2.93,8,6,5,10,0,3,3,Software Engineer,Data Science 
4/16/2022 23:53:56,1523192,3.09,8,6,4,11,0,3,3,Software Engineer,Software Engineering 
4/16/2022 23:58:09,1519318,3.25,8,6,5,13,0,2,2,Software Engineer,Software Engineering 
4/16/2022 23:59:42,1519918,2.93,7,6,5,15,0,3,4,Software Engineer,Software Engineering 
4/17/2022 0:01:23,1534912,3.11,8,5,6,13,0,3,4,Software Engineer,Software Engineering 
4/17/2022 0:03:15,1514725,3.19,8,6,6,5,0,3,2,Software Engineer,Software Engineering 
4/17/2022 0:40:19,1539481,3.2,8,6,4,3,1,5,2,Software Engineer,Software Engineering 
4/17/2022 0:41:13,1523748,2.98,8,6,3,2,2,3,1,Data Analyst,Data Science 
4/17/2022 0:42:44,1512482,3.11,9,7,2,10,3,2,3,ML engineer,Data Science
4/17/2022 0:44:13,1529531,3.25,8,6,3,10,4,4,3,ML engineer,Data Science 
4/17/2022 0:45:41,1535921,3.22,8,6,4,8,2,3,2,ML engineer,Data Science 
4/17/2022 0:47:02,1539541,3.87,9,7,3,2,3,2,3,Data Engineer,Data Science 
4/17/2022 0:48:17,1623958,3.81,8,6,4,3,2,2,3,Data Engineer,Data Science 
4/17/2022 0:51:20,1629121,3.33,8,6,3,7,3,3,2,ML engineer,Data Science 
4/17/2022 20:36:16,1619482,3.33,8,7,3,2,1,4,1,Software Engineer,Data Science 
4/17/2022 20:40:46,1629541,3.13,6,6,2,3,1,3,1,Web Designer,Software Engineering 
4/17/2022 20:42:25,1421964,3.33,7,5,4,4,1,4,4,Web Developer ,Software Engineering 
4/17/2022 20:43:27,1419521,3.22,6,5,3,3,1,3,4,Software Engineer,Software Engineering 
4/17/2022 21:06:21,1429548,3.17,8,6,0,0,0,3,3,Cyber Security Analyst,Network and Security 
4/17/2022 21:11:26,1639541,3.69,8,6,0,0,0,4,2,Data Analyst,Data Science 
4/17/2022 21:13:24,1625841,3.72,8,5,0,0,0,4,2,Data Analyst,Data Science 
4/17/2022 21:48:06,1614852,3.41,7,6,0,0,0,2,1,Web Developer,Data Science 
4/17/2022 21:57:02,1529841,3.18,6,6,0,0,0,2,2,UI Designer ,Software Engineering 
4/17/2022 21:57:53,1518541,3.23,6,6,0,0,0,3,3,Data Analyst,Data Science 
4/17/2022 22:00:25,1519542,3.09,5,5,0,0,0,2,2,UI Designer ,Software Engineering 
4/17/2022 22:01:27,1523148,3.25,6,6,4,5,3,4,3,ML engineer,Data Science 
4/17/2022 22:02:35,1514875,3.24,7,7,1,2,1,2,2,Data Engineer,Data Science 
4/18/2022 4:09:25,1529185,3.21,6,6,0,0,0,2,2,UI Designer,Software Engineering 
4/18/2022 4:10:20,1519128,3.15,7,6,0,0,0,2,3,App Developer,Software Engineering 
4/18/2022 4:11:39,1539184,3.33,7,6,0,0,5,2,4,Data Analyst,Data Science 
4/18/2022 4:12:40,1512824,3.26,7,7,0,0,0,2,2,Web Developer,Software Engineering 
4/18/2022 4:13:50,1519514,3.58,7,7,0,0,4,4,2,Data Analyst,Data Science 
4/18/2022 4:15:36,1523328,3.77,7,7,0,0,4,2,3,ML engineer,Data Science 
4/18/2022 4:17:21,1435284,3.65,7,6,4,3,2,3,2,Software Engineer,Software Engineering 
4/18/2022 4:23:21,1429481,3.53,7,7,2,3,1,3,2,Software Engineer,Software Engineering 
4/18/2022 4:25:16,1536495,3.88,8,8,0,0,0,4,1,Data Analyst,Data Science 
4/18/2022 4:26:21,1524981,3.83,8,7,0,0,0,3,1,Data Analyst,Data Science 
4/18/2022 4:27:41,1514492,3.97,9,8,0,0,0,66,1,Data Analyst,Data Science 
4/18/2022 5:23:12,1536548,3.77,8,7,0,0,0,4,1,Data Analyst,Data Science 
4/18/2022 5:30:01,1536958,3.69,7,6,2,2,2,4,2,Software Engineer,Software Engineering 
4/18/2022 5:31:03,1532817,3.72,8,7,3,2,4,4,2,Software Engineer,Software Engineering 
4/18/2022 5:32:14,1536748,3.73,8,6,2,1,3,3,1,Software Engineer,Software Engineering 
4/18/2022 5:35:00,1429536,3.43,7,6,4,2,2,5,2,Data Analyst,Data Science 
4/18/2022 12:17:46,1413658,3.43,7,7,0,0,0,3,3,App Developer,Software Engineering 
4/18/2022 12:19:25,1425949,3.49,8,6,4,5,4,2,3,ML engineer,Data Science 
4/18/2022 12:28:54,1536984,3.51,7,7,0,0,0,2,3,Data Analyst,Data Science 
4/18/2022 12:30:43,1539781,3.62,9,6,2,5,4,5,2,ML engineer,Data Science
4/18/2022 12:45:29,1538124,3.58,8,6,0,0,6,5,1,ML engineer,Data Science 
4/18/2022 12:47:06,1539418,3.66,8,5,0,0,6,4,2,ML engineer,Data Science 
4/18/2022 12:52:41,1536417,3.29,7,7,3,3,7,3,2,ML engineer,Data Science 
4/18/2022 14:20:54,1539884,3.59,7,6,0,0,0,3,1,Data Analyst,Data Science 
4/18/2022 14:23:22,1537418,3.24,6,6,0,0,0,2,1,Web Designer,Software Engineering 
4/18/2022 14:36:44,1529584,3.12,7,7,0,0,0,2,1,UI Designer,Software Engineering
4/18/2022 14:39:43,1536719,3.19,7,7,0,0,0,2,1,Web Designer,Software Engineering 
4/18/2022 21:02:14,1514958,3.29,7,7,0,0,0,2,2,Web Developer,Software Engineering
4/18/2022 21:41:28,1521845,3.73,8,7,3,2,3,2,1,ML engineer,Data Science 
4/18/2022 21:43:10,1518421,3.55,8,7,3,3,3,3,2,Data Engineer,Data Science 
4/18/2022 21:49:03,1524818,3.87,7,7,0,0,0,4,2,Data Analyst,Data Science 
4/18/2022 21:58:08,1529154,3.35,6,6,0,0,0,3,1,App Developer,Software Engineering 
4/18/2022 22:02:06,1524959,3.63,8,8,2,4,4,5,2,ML engineer,Data Science 
4/18/2022 22:03:28,1525418,3.54,7,7,1,2,2,3,1,Data Engineer,Data Science 
4/18/2022 22:06:51,1529637,3.59,8,8,0,0,0,3,3,Data Engineer,Data Science 
4/19/2022 1:05:50,1522845,3.48,7,7,0,0,0,3,2,Web Developer,Software Engineering 
4/19/2022 1:07:25,1515476,3.57,8,7,0,0,3,5,1,Data Engineer,Data Science 
4/19/2022 1:08:55,1514691,3.65,8,7,0,0,0,3,2,Data Engineer,Data Science 
4/19/2022 1:13:01,1519127,3.89,9,8,0,0,0,4,1,Data Analyst,Data Science 
